Part Number,Brand,Category,Common description,Vendor Description,Purchasing Unit Price,Sale Unit Price,Notes,URL
806276,Banner,Wireless Sensors,Vibration and Temperature Sensor,"QM30VT2
Vibration and Temperature Sensor. Modbus Slave Device via RS-485
2.09 m (6.9 ft) M12 Pigtail QD
Aluminum Housing", 223.34  , 319.06 ,,https://www.bannerengineering.com/us/en/products/part.806276.html
806667,Banner,Lighting and Indication,Modular Tower lights TL50 Series,"TL50P1Q
TL50 PRO SERIES 50mm PROGRAMMABLE MULTICOLOR RGB Pro Tower Light, 
TL50 Pro Tower Light, Standard Black Housing: 1 Segment
Voltage: 10-30 V dc; Environ. Rating: IP67
Colors: Multicolor
Euro 5-Pin Quick Disconnect", 111.20  , 158.86 ,,https://www.bannerengineering.com/us/en/products/part.806667.html
806668,Banner,Lighting and Indication,Modular Tower lights TL50 Series,"TL50P2Q
TL50 PRO SERIES 50mm PROGRAMMABLE MULTICOLOR RGB Pro Tower Light, 
TL50 Pro Tower Light, Standard Black Housing: 2 Segment
Voltage: 10-30 V dc; Environ. Rating: IP67
Colors: Multicolor
Euro 5-Pin Quick Disconnect", 147.20  , 210.29 ,,https://www.bannerengineering.com/us/en/products/part.806668.html
806669,Banner,Lighting and Indication,Modular Tower lights TL50 Series,"TL50P3Q
TL50 PRO SERIES 50mm PROGRAMMABLE MULTICOLOR RGB Pro Tower Light, 
Standard Black Housing: 3 Segment
Voltage: 10-30 V dc; Environ. Rating: IP67
Colors: Multicolor
Euro 4-pin Quick-Disconnect", 183.20  , 261.71 ,,https://www.bannerengineering.com/us/en/products/part.806669.html
807958,Banner,Wireless Sensors,"Mounting Bracket
(included with Sensor)","BWA-BK-014
Aluminium Mounting Bracket", Obsolete ,#VALUE!,,https://www.bannerengineering.com/us/en/products/part.807958.html
808649,Banner,Wireless Sensors,Vibration and Temperature Sensor,"QM30VT1-SS
Vibration and Temperature Sensor
1-Wire Serial Interface
2.09 m (6.9 ft) Quick Disconnect Cable, 
Stainless Steel 
IP69K Housing", 290.27  , 414.67 ,,https://www.bannerengineering.com/us/en/products/part.808649.html
809275,Banner,Lighting and Indication,PROGRAMMABLE MULTICOLOR INDICATOR,"K30PLKQ
K30 Pro with IO-Link Series: RGB Indicator
Voltage: 18-30 V dc; Housing: Polycarbonate; IP66 IP67 IP69K
Input: Bimodal; Colors: Multicolor
Euro 4-pin Integral Connector", 69.09  , 98.70 ,,https://www.bannerengineering.com/us/en/products/part.809275.html
SXI-GSM-001,Banner,Wireless monitoring solutions,DXM - Celular Modem,"DXM Controller Accessory: Cellular Data Modem
Networks: Worldwide HSPA 3G with 2G GSM Fallback
Plugs directly to DXM Main Board without Tools
Kit Includes Antenna and Connector Cable", 179.20  , 256.00 ,,https://www.bannerengineering.com/us/en/products/part.SXI-GSM-001.html
813349,Banner,Vehicle Detection Sensor,T30R Near Range Radar Sensor,"T30R Near Range Radar Sensor
Range 6 m; Input: 10-30 V dc
Output 2 NPN/PNP Configurable and IO Link
5-pin M12 Integral QD", 499.23  , 713.19 ,,https://www.bannerengineering.com/us/en/products/part.813349.html
800196,Banner,M-Gage,Wireless M-Gage Puck,"DX80N2X1W0P0ZTA
Wireless M-Gage Puck", 405.58 , 579.39 ,,https://www.bannerengineering.com/us/en/products/part.800196.html
92926,Banner,M-Gage,DX80 M-Gage puck2.4 GHzD-cellPotted,"DX80N2X1W0P0ZTD 
DX80 M-Gage puck2.4 GHzD-cellPotted", 405.58 , 579.39 ,,https://www.bannerengineering.com/us/en/products/part.92926.html
92947,Banner,M-Gage,"Multihop M-Gage Puck, 2.4 GHz, D-Cell Battery; Potted","DX80DR2M-HMD
Multihop M-Gage Puck, 2.4 GHz, D-Cell Battery; Potted", 405.58 , 579.39 ,,https://www.bannerengineering.com/us/en/products/part.92947.html
3018965,Banner,M-Gage,Infrared node programming tool,"BWA-MGFOB-001
Infrared node programming tool", 37.72 , 53.89 ,,https://www.bannerengineering.com/us/en/products/part.3018965.html
804366,Banner,Camera,iVU Camera,"IVU2PTCW06
iVu Color Vision Sensor with Integrated Screen
White Ring Light and 6 mm Lens
Requires Power Cordset and Bracket
Ethernet and USB Cordset Optional"," 1,532.58  "," 2,189.40 ",As installed on O-Ring detect in Teleflex,https://www.bannerengineering.com/us/en/products/part.804366.html
82546,Banner,Camera,Bracket,"SMBIVURAL
Bracket OPTIONAL for iVu Sensor TG
Left mount right-angle bracket
Stainless Steel includes hardware", 36.10  , 51.57 ,,https://www.bannerengineering.com/us/en/products/part.82546.html
13893,Banner,Camera,EtherNet cable,"EtherNet cable. 4-pin pico to RJ45 connector with 5m cable
Cordset M8 Threaded to RJ45 Double Ended; 4-pin Straight Female; 4-pin Straight Male Connectors with Shield; 5.00 m (16.40 ft) in Length; Teal PVC Jacket, Nickel-Plated Brass Nut;", 35.34  , 50.49 ,,https://www.bannerengineering.com/us/en/products/part.13893.html
94843,Banner,Camera,VE202G1A,"VE Series Smart Camera for Vision
Pixels: 1600 x 1200
I/O: 6 Optically Isolated
Requires 1 MQDC2S-12XX and 1 STP-M12-8XX Cable; and 1 C-mount Lens"," 3,244.13  "," 4,634.47 ",,https://www.bannerengineering.com/us/en/products/part.94843.html
11421,Banner,Camera,Power Cable,"Cordset A-Code M12 Single Ended
12-pin Straight Female Connector with Shield
5 m (16.4 ft) in Length
Black PVC Jacket, Nickel-Plated Brass Nut
Part Number: 11421", 126.70  , 181.00 ,,https://www.bannerengineering.com/us/en/products/part.11421.html
800008,Banner,Camera,EtherNet cable,"Cordset A-Code M12 to RJ45 Double Ended
8-Pin Straight Male; 8-Pin Straight Male Connectors with Shield
4.57 m (14.99 ft) in Length
Black PVC Jacket, Nickel-Plated Brass Nut", 58.10  , 83.00 ,,https://www.bannerengineering.com/us/en/products/part.800008.html
97185,Banner,Camera,VE Camera Bracket,"VE Series Right-Angle Mounting Bracket
12-gauge Stainless Steel
M3 x 0.5 Mounting Hardware Included
", 23.31  , 33.30 ,,https://www.bannerengineering.com/us/en/products/part.97185.html
PW-308_1,Cable Warehouse,Mains Plug to IEC C13 (Kettle Lead) Power Cable (10 Amp),"Mains (Kettle Lead) power lead used on computers, monitors, TVs and printers.","UK Mains plug to C13 IEC Socket
3 x 1mm2 (H05VV-F) Cable 1m
Cable rated: 10 amp
Fused: 13 amp
Colour: Black", 2.63  , 3.76  ,"This is a UK based service, price guides are given in pounds. This price is based on the currency exchange rate at this time. This is the purchase price for a single item excluding VAT. Items can be bought in bulk of 10+, 100+ or 500+",https://www.cablewarehouse.co.uk/display_category.php?cat_id=5
PW-308_2,Cable Warehouse,Mains Plug to IEC C13 (Kettle Lead) Power Cable (10 Amp),"Mains (Kettle Lead) power lead used on computers, monitors, TVs and printers.","UK Mains plug to C13 IEC Socket
3 x 1mm2 (H05VV-F) Cable 2m
Cable rated: 10 amp
Fused: 13 amp
Colour: Black", 2.92  , 4.17  ,"This is a UK based service, price guides are given in pounds. This price is based on the currency exchange rate at this time. This is the purchase price for a single item excluding VAT. Items can be bought in bulk of 10+, 100+ or 500+",https://www.cablewarehouse.co.uk/display_category.php?cat_id=5
PW-308_3,Cable Warehouse,Mains Plug to IEC C13 (Kettle Lead) Power Cable (10 Amp),"Mains (Kettle Lead) power lead used on computers, monitors, TVs and printers.","UK Mains plug to C13 IEC Socket
3 x 1mm2 (H05VV-F) Cable 3m
Cable rated: 10 amp
Fused: 13 amp
Colour: Black", 3.97  , 5.67  ,"This is a UK based service, price guides are given in pounds. This price is based on the currency exchange rate at this time. This is the purchase price for a single item excluding VAT. Items can be bought in bulk of 10+, 100+ or 500+",https://www.cablewarehouse.co.uk/display_category.php?cat_id=5
PW-308_5,Cable Warehouse,Mains Plug to IEC C13 (Kettle Lead) Power Cable (10 Amp),"Mains (Kettle Lead) power lead used on computers, monitors, TVs and printers.","UK Mains plug to C13 IEC Socket
3 x 1mm2 (H05VV-F) Cable 5m
Cable rated: 10 amp
Fused: 13 amp
Colour: Black", 4.97  , 7.10  ,"This is a UK based service, price guides are given in pounds. This price is based on the currency exchange rate at this time. This is the purchase price for a single item excluding VAT. Items can be bought in bulk of 10+, 100+ or 500+",https://www.cablewarehouse.co.uk/display_category.php?cat_id=5
PW-308_7,Cable Warehouse,Mains Plug to IEC C13 (Kettle Lead) Power Cable (10 Amp),"Mains (Kettle Lead) power lead used on computers, monitors, TVs and printers.","UK Mains plug to C13 IEC Socket
3 x 1mm2 (H05VV-F) Cable 7m
Cable rated: 10 amp
Fused: 13 amp
Colour: Black", 4.56  , 6.51  ,"This is a UK based service, price guides are given in pounds. This price is based on the currency exchange rate at this time. This is the purchase price for a single item excluding VAT. Items can be bought in bulk of 10+, 100+ or 500+",https://www.cablewarehouse.co.uk/display_category.php?cat_id=5
PW-308_10,Cable Warehouse,Mains Plug to IEC C13 (Kettle Lead) Power Cable (10 Amp),"Mains (Kettle Lead) power lead used on computers, monitors, TVs and printers.","UK Mains plug to C13 IEC Socket
3 x 1mm2 (H05VV-F) Cable 10m
Cable rated: 10 amp
Fused: 13 amp
Colour: Black", 8.57  , 12.24  ,"This is a UK based service, price guides are given in pounds. This price is based on the currency exchange rate at this time. This is the purchase price for a single item excluding VAT. Items can be bought in bulk of 10+, 100+ or 500+",https://www.cablewarehouse.co.uk/display_category.php?cat_id=5
DN_21000,Drago Automation - TCM,Isolating signal splitter,Signal Splitter/Repeater DN 21000,"The Signal Splitter/Repeater DN 21000 is used for isolation, conversion and distribution of 0/4 to 20 mA, 0/1 to 5 V and 0/2 to 10 V standard signals. The measuring input can also supply the loop power for 2-wire transmitters. Signal isolator or repeater power supply for 2-wire transmitters, 2 independent outputs. Input and output range can be set by using DIP switch  high precision without any further adjustment", 178.00  , 254.29  ,Protection against erroneous measurements due to parasitic voltages or ground loops,https://www.drago-automation.de/isolation-signal-splitter-/items/dn21000.html
121-5529,Festo,Pressure Sensor,Pressure Sensor,"SDE5-D10-FP-Q4E-P-M8
Pressure Sensor, 12 to 24V dc, IP40 10bar
Selectable output functions
Teach-in function for programming
Quick switching-point adjustment. 
Analogue output 0 ... 10 V
LED switching status indicator", 82.06  , 117.23  ,,https://ie.rs-online.com/web/p/pneumatic-pressure-sensors/1215529
208-0530,Festo,Connecting Cable,Connecting Cable,"Female 3 way M8 to Unterminated Sensor Actuator Cable, 3m", 14.48  , 20.69  ,,https://ie.rs-online.com/web/p/sensor-actuator-cables/2080530
13L67AA,HP,VESA Mount,Vesa Mount Sleeve,HP Desktop Mini Dual VESA Sleeve v3, 23.75  , 33.93  ,,https://www.eurieka.ie/hp-desktop-mini-dual-vesa-sleeve-v3.html
_HP_ProDesk_400,HP,Viewer PC,Mini PC,HP ProDesk 400 G6 DDR4-SDRAM i3-10100T mini PC 10th gen Intel Core i3 8 GB 256 GB SSD Windows 10 Pro Black, 522.00  , 652.50  ,,https://www.eurieka.ie/hp-prodesk-400-g6-ddr4-sdram-i3-10100t-mini-pc-10th-gen-intelr-coretm-i3-8-gb-256-gb-ssd-windows-10-pro-black.html
FS-N11P,Keyence,Digital Fibre Optic Sensors,"Fibre Amplifier, Cable Type, Main Unit, PNP","Type: Standard 1 output Cable
Output: PNP
Main unit
Control output: PNP open collector 24 V; 1 output max: 100 mA or less; 2 output total: 100 mA or less (used stand-alone)/20 mA or less (multiple connections); residual voltage 1 V or less
Response time: 50 s (HIGH SPEED) /250 s (FINE) /500 s (TURBO) /1 ms (SUPER) /4 ms (ULTRA) /16 ms (MEGA)
Multiple connections to Expansion units: Up to 16 units can be connected total (two output type is treated as two units)
Light source: Red, 4-element LED
Number of interference prevention units: 0 for HIGH SPEED; 4 for FINE; 8 for TURBO/SUPER/ULTRA/MEGA
(When set to double, the number of interference-prevention units will be doubled.)", 165.00  , 235.71  ,Used for Sealer Pouch ,https://www.keyence.co.uk/products/sensor/fiber-optic/fs-n/models/fs-n11p/?search_dl=1
FU-54TZ,Keyence,Fibre Optic Sensors,Transmissive Fibre Unit,"Optical axis diameter: 1 mm
Beam emitting direction: Flat
Fibre unit length: 2 m free-cut
Fibre unit diameter: 2.2
Minimum bend radius: R2 mm Tough-Flex
Minimum detectable object: Object with a diameter of 0.005 mm*2
Ambient temperature:-40 to +50 C
Weight: Approx. 25 g", 153.00  , 218.57  ,,https://www.keyence.co.uk/products/sensor/fiber-optic/fu/models/fu-54tz/?search_sl=1
OP-73880,Keyence,Mounting Bracket,Mounting bracket for Fibre Optic Sensor,Fixing bracket to fix DIN amplifier., 14.20  , 20.29  ,,https://www.keyence.co.uk/products/sensor/photoelectric/ps-n/models/op-73880/?search_sl=1
K400,Logitech,Keyboard,Wireless Beyboard,"Logitech Wireless Keyboard K400 Plus 
UK LAYOUT BLACK ", 34.59  , 49.41  ,,https://www.logitech.com/en-eu/products/keyboards/k400-plus-touchpad-keyboard.html
1407588,Phoenix Contact,Panel Accessories,Mounting frame,"Mounting frame for one front plate/socket, plastic frame: black, plastic cover: metallic, closed with 3 mm two-way key bit and rotary knob, included.",, -    ,,https://www.phoenixcontact.com/online/portal/ie/?uri=pxc-oc-itemdetail:pid=1407588&library=ieen&pcck=P-09-05-06&tab=1&selectedCategory=ALL
1054544,Phoenix Contact,Panel Accessories,Front Plate,"Grounding contact socket, plastic, for England, including RJ45 gender changer (female/female, shielded), CAT6A",, -    ,,https://www.phoenixcontact.com/online/myportal/ie/?uri=pxc-oc-itemdetail:pid=1054544&library=ieen&pcck=P-09-05-06&tab=1&selectedCategory=ALL
1054542,Phoenix Contact,Panel Accessories,Front Plate,"Grounding contact socket, plastic, for Germany, including RJ45 gender changer (female/female, shielded), CAT6A",, -    ,,https://www.phoenixcontact.com/online/portal/ie/?uri=pxc-oc-itemdetail:pid=1054542&library=ieen&pcck=P-09-05-06&tab=1&selectedCategory=ALL
1054543,Phoenix Contact,Panel Accessories,Front Plate,"Grounding contact socket, plastic, for France, including RJ45 gender changer (female/female, shielded), CAT6A",, -    ,,https://www.phoenixcontact.com/online/portal/ie/?uri=pxc-oc-itemdetail:pid=1054543&library=ieen&pcck=P-09-05-06&tab=1&selectedCategory=ALL
AX_1031.000,Rittal,Control Panel,Compact Enclosure,"Compact Enclosure - AX 380x300x210
Mild steel
GTW control panel", 79.66  , 113.79  ,,https://www.rittal.com/com-en/products/PG0002SCHRANK1?depth=210:eq&material=Sheet+steel
AX_1045.000,Rittal,Control Panel,Compact Enclosure,"Compact Enclosure - AX 400x500x210
Mild steel
Standard UDC control panel", 94.84  , 135.48  ,,https://www.rittal.com/com-en/products/PG0002SCHRANK1?depth=210:eq&width=400:eq&material=Sheet+steel&height=500:eq
AX_1050.000,Rittal,Control Panel,Compact Enclosure,"Compact Enclosure - AX 500x500x210
Mild steel
Extra wide UDC control panel", 117.82  , 168.31  ,,
AX_1350.000,Rittal,Control Panel,Compact Enclosure,"Compact Enclosure - AX 5000x500x300
Mild steel
UGP control panel", 161.05  , 230.07  ,QM30VT2-QP,
AE_1013.600,Rittal,Control Panel,Stainless Steel Compact Enclosure,"Compact Enclosure - AE 5000x500x300
Stainless steel
UGP control panel", 456.00  , 651.43  ,,
SK_3238.100,Rittal,Rittal,Climate Control,"Fan and (inlet) filter units TopTherm, 55/66 m/h, 230 V, 1~, 50/60 Hz, WHD: 148.5 x 148.5 x 16 mm", 72.54  , 103.63  ,,https://www.rittal.com/com-en/products/PG0168KLIMA1/PGR1932KLIMA1/PG0201KLIMA1/PRO0299?variantId=3238100
SK_3238.200,Rittal,Rittal,Climate Control,"Outlet filter, Standard, WHD: 148.5 x 148.5 x 24 mm", 18.85  , 26.93  ,,https://www.rittal.com/com-en/products/PG0168KLIMA1/PGR1953KLIMA1/PGR2010KLIMA1/PRO0301?variantId=3238200
SK_3110.000,Rittal,Rittal,Climate Control,Thermostat Enclosure internal thermostat, 42.18  , 60.26  ,,https://www.rittal.com/com-en/products/PG0168KLIMA1/PGR1953KLIMA1/PGR2008KLIMA1/PRO12215?variantId=3110000
SK_3245.080,Rittal,Rittal,Climate Control,Stainless Steel hose-proof hood for fan/filter Hose-proof hood to increase the protection category. The protection category IP 56 is achieved in conjunction with a standard filter. (1 pc(s)), 246.00  , 351.43  ,,https://www.rittal.com/com-en/product/show/variantdetail.action?categoryPath=/PG0001/PG0168KLIMA1/PGR1953KLIMA1/PGR2010KLIMA1/PRO0305KLIMA&productID=3245080
_HD_1310.600,Rittal,Rittal,Hygienic Design Stainless Steel Compact Enclosure,"Hygienic Design Compact enclosure HD, single-door. IP66. 
610x769x210 (WHD) Front height 650mm
Roof angled forwards by 30. Seal dyed blue to clearly distinguish it from foodstuffs", 600.00  , 857.14  ,,https://www.rittal.com/com-en/products/PG0002SCHRANK1/PG0125SCHRANK1/PRO0131?variantId=1310600
SZ_2482.730,Rittal,Rittal,RJ45 Panel feedthrough,RJ45 Panel feedthrough, 55.00  , 78.57  ,,https://www.rittal.com/com-en/products/PG0900ZUBEHOER1/PG0920ZUBEHOER1/PG1136ZUBEHOER1/PRO15810?variantId=2482730
144-7682,RS,Camera,Cable for power and signal to camera,"Right Angle Female M12 to Unterminated Sensor Actuator Cable, 12 Core, PUR, 5m", 93.79  , 125.47  ,,https://ie.rs-online.com/web/p/products/144-7682
174-6486,RS,Plugs connectors and cables ,"Connecting cable: M12, 8-pin, 5 m","Connecting Cable, Connection type head A: Female connector, M12, 8-pin, straight, A-coded. 5m. 8-wire", 16.99  , 24.27  ,Pack of 24,https://ie.rs-online.com/web/p/products/174-6486
CAB-M12-8PMF-1.5M-SA,RS,Plugs connectors and cables ,"Connecting cable: M12, 8-pin, 1.5m","(859-2342 ) Phoenix Contact Male M12 to Female M12 Sensor Actuator Cable, 8 Core, PUR, 1.5m", 43.14  , 61.63  ,,https://ie.rs-online.com/web/p/products/CAB-M12-8PMF-1.5M-SA
775-6123,RS,Cable,Black flex 3 x 1.5 mm stranded ,"RS PRO 3 Core 1.5 mm Mains Power Cable, Black Polyvinyl Chloride PVC Sheath 100m, 16 A 300 V, 500 V, 3183Y H05VV-F", 128.51  , 183.59  ,,https://ie.rs-online.com/web/p/products/775-6123
330-8464,RS,Call for Help (Button + Light),Call for Help Button - Schneider Electric Push Button,"Call for Help Button - Schneider Electric Push Button - NO, Polycarbonate, Blue", 25.60  , 36.57  ,,https://ie.rs-online.com/web/p/products/330-8464
330-8486,RS,"""Set-up"" Mode Selector (Button + Light)","""Set-up"" Mode - Schneider Electric Selector Switch","""Set-up"" Mode - Schneider Electric Selector Switch - NO, Polycarbonate, IP66, IP67, IP69K", 27.99  , 39.99  ,,https://ie.rs-online.com/web/p/products/330-8486
233-3322,RS,Panel Accessories,Earth terminal,Socomec Earthing Bar Assembly for Use with Distribution Block, 62.48  , 89.26  ,,https://ie.rs-online.com/web/p/products/233-3322
804-0258,RS,Panel Accessories,Jumper pins,Phoenix Contact FBS-PV Series Plug-in Bridge for Use with Modular Terminal Block, 1.12  , 1.60  ,,https://ie.rs-online.com/web/p/products/804-0258
687-9619,RS,Panel Accessories,Terminal Block (triple),"Phoenix Contact Grey PT 2.5-3L Multi Level Terminal Block, Triple level, 0.14 ? 4mm, ATEX, 500 V (pack of 10)", 30.34  ,,,https://ie.rs-online.com/web/p/products/687-9619
776-8003,RS,Panel Accessories,Terminal Block (triple),"Phoenix Contact Green/Yellow ST 2.5-3PE DIN Rail Terminal Block, Triple level",,,,https://ie.rs-online.com/web/p/products/776-8003
776-8006,RS,Panel Accessories,Terminal Block (triple),"Phoenix Contact Grey ST 2.5-PE/L/N DIN Rail Terminal Block, Triple level, 500 V
(pack of 5)", 25.30  ,,,https://ie.rs-online.com/web/p/products/776-8006
804-0378,RS,Panel Accessories,Terminal Block (triple) End cap,D-ST 2.5 End Cover for use with Modular Terminal Block,,,,https://ie.rs-online.com/web/p/products/804-0378
627-3973,RS,Panel Accessories,Terminal Block End cap,Phoenix Contact D-UT 2.5/10 Series End Cover for Use with DIN Rail Terminal Blocks,,,,https://ie.rs-online.com/web/p/products/627-3973
627-3383,RS,Panel Accessories,Terminal Block End stop,"Phoenix Contact CLIPFIX Series End Stop for Use with DIN Rail Terminal Blocks, ATEX
(pack of 5)", 3.95  ,,,https://ie.rs-online.com/web/p/products/627-3383
627-4617,RS,Panel Accessories,Terminal Block (UT),"Phoenix Contact Blue UT 2.5 BU Feed Through Terminal Block, Single level, 0.14 ? 4mm, ATEX, 1 kV
(pack of 10)", 6.76  ,,,https://ie.rs-online.com/web/p/products/627-4617
627-3743,RS,Panel Accessories,Terminal Block (UT),"Phoenix Contact Green/Yellow UT 2.5-PE Earth Terminal Block, Single level, 0.14 ? 4mm, ATEX
(pack of 10)", 28.04  ,,,https://ie.rs-online.com/web/p/products/627-3743
627-3737,RS,Panel Accessories,Terminal Block (UT),"Phoenix Contact Grey UT 2.5 Feed Through Terminal Block, Single level, 0.14 ? 4mm, ATEX, 1 kV
(pack of 10)", 8.11  ,,,https://ie.rs-online.com/web/p/products/627-3737
627-3276,RS,Panel Accessories,Terminal Marker,Phoenix Contact ZB5.LGS :01 -10 Series Marker Strip for Use with DIN Rail Terminal Blocks, 4.30  ,,,https://ie.rs-online.com/web/p/products/627-3276
664-2893,RS,Panel Accessories,Cable Marker,"RS PRO Clip On Cable Markers, Black on White, Pre-printed ""-, +, 0 ? 9, E, L, N, R, S, T"", 0 ? 3.8mm Cable", 51.28  ,,,https://ie.rs-online.com/web/p/products/664-2893
SAM-24,Samsung,Monitor,"24"" LED Monotor","24"" LED Monotor", 155.00  , 193.75  ,,
2079176,Sick,"
Reflectors and optics / Lenses and accessories",Optics protective hood (PMMA),"Lens protective hood short, enclosure rating IP 67, length 22.7 mm, PMMA, used with S-mount lenses with focal length of 9.6 mm or 17.5 mm", 54.00  , 77.14  ,Included with LECTOR632 part number: 1074300,https://www.sick.com/2079176
5330231,Sick,"
Reflectors and optics / Lenses and accessories",S-mount lens,"S-mount lens 1/1.8"", focal length 17.5 mm, aperture 8", 166.00  , 237.14  ,Included with LECTOR632 part number: 1074300,https://www.sick.com/5330231
6028397,Sick,Adapters and Distributors,Junction boxes,"Type:SBL-08D12-KC10Connection type head A: Female connector, M12, 5-pin. Connection type: Flying leads. Number of slots: 8. Signals per slot (slot assignment): 2 x per socket. Output interface: Moulded master cable 10 m> Connecting cable: 10 m, 19-wire, PUR, halogen-free. Conductor cross-section: 0.5 mm/1 mm", 159.00  , 227.14  ,,https://www.sick.com/6028397
6068397,Sick,Barcode Scanner,Mobile Bluetooth hand-held scanner (USB) ,"Mobile hand-held scanner (USB):
IDM24x, IDM241-311S RS-232 Kit
Sub product family: IDM241 Bluetooth
Items supplied: Single scanner
Codes/data cards: 1D codes, 2D codes, Stacked
Reading distance: 30 mm ... 400 mm
Code resolution: ? 0.07 mm, ? 0.13 mm
Note: Additional accessories may be necessary for some communication interfaces
? Communication interface: Ethernet, PROFINET,
EtherCAT, Serial, PROFIBUS DP, DeviceNet, USB,
Bluetooth", 698.54  , 997.91  ,USB Version,https://www.sick.com/6068397
6068398,Sick,Barcode Scanner,Mobile Bluetooth hand-held scanner,"Mobile hand-held scanner:
IDM24x, IDM241-311S RS-232 Kit
Sub product family: IDM241 Bluetooth
Items supplied: Single scanner
Codes/data cards: 1D codes, 2D codes, Stacked
Reading distance: 30 mm ... 400 mm
Code resolution: ? 0.07 mm, ? 0.13 mm
Note: Additional accessories may be necessary for some communication interfaces
? Communication interface: Ethernet, PROFINET,
EtherCAT, Serial, PROFIBUS DP, DeviceNet, USB,
Bluetooth", 555.84  , 794.06  ,PLC Version,https://www.sick.com/6068398
1062460,Sick,Barcode Scanner,Fieldbus Module,"4DproConnectivity Fieldbus Module (to connect handheld scanner to Siemens PLC)
CDF600-2, CDF600-2200
Sub product family: CDF600-2 PROFINET M12
Supported products: Lector series, CLV61x - CLV65x,
CLV69x, RFID read/write device, Mobile hand-held
scanners
Brief description: Fieldbus proxy/gateway for connecting one identification sensor to PROFINET-IO networks
(interface 2 x M12, female connector/female connector,
4-pin)", 441.00  , 630.00  ,PLC/Profibus Interface,https://www.sick.com/1062460
2056475,Sick,Barcode Scanner,Connection Cable,"Adapters and distributors
Other adapters and distributors, YMHDAC-C20XXXMDSA9
Accessory family: Other adapters and distributors
Connection type head A: Male connector, D-Sub, 9-pin
Connection type head B: Male connector, D-Sub, 15-pin
Description: Adapter for connecting a handheld scanner to CDB620 / CDM420 / CDF600 / CDF600-2, D-Sub 9-
pin male connector, D-Sub 15-pin male connector, including 24V / 5V DC converter, AUX port adapter
Note: For hand-held scanners to CDB620/CDM420/CDF600/CDF600-2, adapter AUX port", 126.90  , 181.29  ,Cable for interface with PLC,https://www.sick.com/2056475
1084487,Sick,Encoders,Incremental Encoder,"Type:DUS60E-S4KC0AAA. Communication interface: Incremental. Communication Interface detail: TTL / HTL / DIP switch, selectable output. Connection type: Male connector, M12, 8-pin, universal. Operating current: ? 120 mA (without load). Power consumption: ? 1.25 W (without load). Supply voltage: 4.75 V ... 30 V. Load current: ? 30 mA, per channel.", 138.57  , 197.96  ,,https://www.sick.com/1084487
6039095,Sick,Fiber-optic sensors and fibers,Fiber-optic sensors,Type:WLL180T-P434. Single operation stand alone. M8-4pin 4-wire PNP. 12..24V.  IP50.  extern Teach-In., 102.85  , 146.93  ,,https://www.sick.com/6039095
5308076,Sick,Fiber-optic sensors and fibers,Fibers,"Type:LL3-DT01. Fiber-optic cable. 2 m, M3, Coaxial Type, Suitable For Tip-adapter proximity", 56.00  , 80.00  ,,https://www.sick.com/5308076
1050589,Sick,Identification solutions ,Image based code readers,"LECTOR620 Professional Image-based code reader.
Type: ICR620S-T11503. Reading distance 25-500mm (Teach Auto Focus. Illumination red / blue. Connector set with 2 x M12- male connector/female Ethernet-female connector 4 Pin. Serial interface / dig. In- and outputs /CAN - male connector 17 Pin. /CAN - male connector 17 Pin. IP Class: IP 65"," 1,300.00  "," 1,857.14  ",,https://www.sick.com/1050589
1054507,Sick,Identification solutions ,Image based code readers,"LECTOR620 ECO Image based code reader.               Type: ICR620E-H12013 ECO;                                                        Sensor resolution: 752 px x 480 px 
Internal lighting: Red 
Focus: Adjustable focus (electric) 
Data cards: 1D, Stacked, 2D 
Exchangeable lens and illumination: no 
Lens: Integrated, 7 mm 
Communication interface: PROFINET optional over external fieldbus module CDF600-2, EtherCAT optional over external fieldbus module CDF600-2, Serial, CAN, CANopen, PROFIBUS DP optional over external fieldbus module CDF600-2, USB USB 2.0 (for parameterization only)", 900.00  ," 1,285.71  ",,https://www.sick.com/1054507
1085375,Sick,Identification solutions ,Image based code readers,"LECTOR621 Professional Image-based code reader.
Sensor resolution: 1,280 px x 1,024 px
Internal lighting: Red, blue
Focus: Teach auto focus
Data cards: 1D, Stacked, 2D
Exchangeable lens and illumination: no
Lens: Integrated, 17.1 mm
Communication interface: Ethernet, PROFINET, EtherNet/IP, EtherCAT optional over external fieldbus module CDF600, Serial, CAN, CANopen, PROFIBUS DP optional over external fieldbus module CDF600-2, USB USB 2.0 (for parameterization only) "," 1,700.00  "," 2,428.57  ",,https://www.sick.com/1085375
1074300,Sick,Identification solutions ,Image based code readers,"Lector632 Image-based code readers                                                              Type: V2D632R-MKSEB8                                               Variant: Complete device                                              Sensor resolution: 1,600 px x 1,200 px                       Internal lighting: White                                                   Focus: Adjustable focus (manually)                                Data cards: 1D, Stacked, 2D                                         Exchangeable lens and illumination: yes                     Lens: S-mount, 17.5 mm, f/8                                             Note: Additional accessories may be necessary for some communication interfaces                                                                        Communication interface: Ethernet, PROFINET, EtherNet/IP, Serial, CAN, PROFIBUS DP optional over external fieldbus module CDF600-2, USB USB 2.0 (for parameterization only)"," 2,560.00  "," 3,657.14  ",,https://www.sick.com/1074300
